compound,neg,neu,pos
0.9904,0.039,0.658,0.302
0.9625,0.07,0.695,0.235
0.9642,0.029,0.781,0.19
0.9656,0.054,0.664,0.282
0.9924,0.053,0.537,0.41
0.7783,0.025,0.883,0.092
0.9916,0.0,0.646,0.354
0.993,0.02,0.606,0.374
0.8465,0.18,0.578,0.242
0.9876,0.026,0.694,0.28
0.997,0.058,0.515,0.427
0.9941,0.068,0.546,0.387
0.9925,0.049,0.663,0.288
0.9804,0.024,0.732,0.244
0.997,0.061,0.564,0.375
0.9921,0.047,0.633,0.321
0.9441,0.018,0.811,0.171
0.9906,0.019,0.641,0.34
0.9923,0.013,0.681,0.306
0.994,0.0,0.651,0.349
0.3699,0.11,0.751,0.139
0.9936,0.082,0.593,0.325
0.9404,0.099,0.669,0.232
0.9892,0.034,0.645,0.321
0.9947,0.0,0.629,0.371
0.9959,0.099,0.578,0.323
0.9976,0.051,0.641,0.308
0.987,0.075,0.674,0.251
0.9844,0.046,0.742,0.212
0.9863,0.07,0.66,0.271
0.957,0.103,0.643,0.254
0.9916,0.018,0.642,0.34
0.9912,0.027,0.603,0.37
0.9621,0.056,0.692,0.252
0.985,0.011,0.707,0.282
0.9901,0.018,0.728,0.253
0.9771,0.0,0.756,0.244
0.9949,0.008,0.751,0.241
0.9879,0.051,0.678,0.271
0.9559,0.09,0.652,0.258
0.9559,0.06,0.726,0.214
0.9896,0.0,0.767,0.233
0.9826,0.033,0.698,0.269
0.9728,0.083,0.721,0.196
0.9976,0.033,0.578,0.389
0.9661,0.044,0.734,0.222
0.9964,0.018,0.607,0.376
0.9803,0.04,0.714,0.247
0.9637,0.01,0.819,0.171
0.9816,0.083,0.593,0.324
0.9816,0.078,0.608,0.314
0.9934,0.0,0.638,0.362
0.9744,0.061,0.658,0.281
0.9806,0.047,0.747,0.206
0.9858,0.018,0.679,0.304
0.9829,0.0,0.726,0.274
0.9911,0.039,0.732,0.229
0.9894,0.054,0.669,0.277
0.99,0.027,0.627,0.346
0.9913,0.035,0.655,0.31
0.9951,0.029,0.694,0.277
0.9403,0.024,0.852,0.124
0.9638,0.0,0.815,0.185
0.9859,0.043,0.686,0.271
0.9948,0.016,0.64,0.344
0.9922,0.081,0.582,0.337
0.9973,0.025,0.638,0.336
0.997,0.0,0.656,0.344
0.991,0.048,0.679,0.274
0.9949,0.035,0.616,0.349
0.9728,0.052,0.751,0.197
0.6558,0.103,0.766,0.131
0.9947,0.028,0.601,0.371
0.9983,0.016,0.641,0.343
0.9914,0.043,0.6,0.357
0.9934,0.022,0.636,0.341
0.9896,0.015,0.687,0.299
0.9918,0.084,0.601,0.315
0.9781,0.054,0.748,0.197
0.5719,0.134,0.699,0.167
0.7433,0.131,0.696,0.172
0.9944,0.018,0.603,0.379
0.9867,0.017,0.743,0.239
0.9885,0.026,0.724,0.25
0.9403,0.086,0.706,0.208
0.9955,0.0,0.622,0.378
0.9938,0.0,0.629,0.371
0.9865,0.043,0.728,0.229
0.9816,0.087,0.665,0.248
0.9876,0.022,0.754,0.224
0.9936,0.071,0.645,0.284
0.8176,0.06,0.798,0.142
0.9963,0.057,0.531,0.412
0.9874,0.027,0.658,0.315
0.985,0.027,0.734,0.238
0.9812,0.036,0.684,0.28
0.9825,0.042,0.692,0.266
0.9661,0.08,0.687,0.233
0.9924,0.056,0.627,0.317
0.9531,0.047,0.706,0.248
0.9893,0.05,0.708,0.242
0.9949,0.029,0.711,0.26
0.9883,0.081,0.691,0.227
0.9592,0.064,0.749,0.187
0.989,0.07,0.616,0.314
0.9829,0.041,0.714,0.245
0.9118,0.051,0.794,0.156
0.9661,0.02,0.767,0.213
-0.1027,0.144,0.722,0.133
0.9983,0.025,0.541,0.434
0.9965,0.076,0.525,0.399
0.9692,0.108,0.601,0.291
0.9955,0.0,0.703,0.297
0.9984,0.0,0.599,0.401
0.9836,0.011,0.731,0.258
0.9952,0.029,0.699,0.272
0.9931,0.059,0.628,0.313
0.9866,0.0,0.696,0.304
0.9851,0.014,0.733,0.253
0.9371,0.094,0.721,0.185
0.9911,0.051,0.591,0.358
0.9906,0.01,0.66,0.329
0.9922,0.05,0.61,0.341
0.9945,0.029,0.543,0.428
0.9698,0.083,0.666,0.251
0.9569,0.087,0.664,0.249
0.9909,0.032,0.656,0.312
0.9959,0.049,0.674,0.278
0.9981,0.0,0.676,0.324
0.9919,0.033,0.596,0.371
0.9608,0.038,0.744,0.218
0.9726,0.075,0.719,0.206
0.9953,0.0,0.66,0.34
0.9903,0.036,0.586,0.378
0.9949,0.071,0.515,0.414
0.9834,0.066,0.656,0.278
0.9888,0.038,0.686,0.275
0.9856,0.04,0.664,0.297
0.9981,0.011,0.565,0.424
0.8834,0.026,0.843,0.131
0.9885,0.039,0.718,0.244
0.7096,0.1,0.744,0.157
0.9348,0.057,0.756,0.186
0.9955,0.016,0.598,0.386
0.9897,0.0,0.66,0.34
0.9946,0.032,0.546,0.421
0.9885,0.049,0.641,0.31
0.9975,0.049,0.605,0.346
0.9847,0.048,0.758,0.194
0.9624,0.095,0.685,0.22
0.5546,0.149,0.678,0.173
0.9824,0.07,0.719,0.211
0.9858,0.017,0.717,0.265
0.9852,0.029,0.714,0.257
0.9965,0.03,0.668,0.303
0.9553,0.043,0.776,0.181
0.9936,0.021,0.658,0.321
0.99,0.0,0.703,0.297
0.9918,0.047,0.601,0.352
0.9593,0.0,0.856,0.144
0.9925,0.049,0.587,0.364
0.9952,0.0,0.671,0.329
0.9744,0.082,0.737,0.182
0.9906,0.026,0.71,0.263
0.9839,0.069,0.671,0.261
0.9928,0.026,0.703,0.271
0.989,0.054,0.634,0.312
0.9709,0.084,0.677,0.239
0.9595,0.042,0.753,0.205
0.965,0.022,0.769,0.209
0.9879,0.049,0.652,0.3
0.9892,0.032,0.747,0.221
0.9094,0.115,0.703,0.183
0.9732,0.07,0.683,0.247
0.9928,0.034,0.617,0.349
0.9941,0.021,0.58,0.399
0.9909,0.084,0.597,0.319
0.9976,0.048,0.525,0.426
0.9807,0.052,0.664,0.284
0.9958,0.01,0.745,0.245
0.9906,0.045,0.685,0.27
0.9836,0.05,0.683,0.266
0.9944,0.063,0.587,0.35
0.959,0.057,0.792,0.151
0.9946,0.0,0.622,0.378
0.9901,0.067,0.718,0.215
0.9952,0.047,0.615,0.338
0.9932,0.0,0.655,0.345
0.9867,0.07,0.635,0.294
0.9918,0.035,0.591,0.373
0.9618,0.167,0.531,0.302
0.9842,0.016,0.699,0.284
0.9958,0.0,0.62,0.38
0.9963,0.0,0.503,0.497
0.9766,0.066,0.717,0.217
0.9944,0.0,0.586,0.414
0.997,0.0,0.571,0.429
0.9879,0.058,0.699,0.243
0.995,0.065,0.606,0.329
0.9806,0.123,0.561,0.316
0.9875,0.017,0.724,0.26
0.9802,0.087,0.619,0.294
0.925,0.124,0.642,0.234
0.9951,0.009,0.611,0.38
0.9719,0.017,0.763,0.22
0.972,0.046,0.753,0.201
0.9792,0.0,0.795,0.205
0.9981,0.025,0.453,0.522
0.9705,0.021,0.71,0.269
0.9815,0.116,0.65,0.234
0.9977,0.025,0.626,0.349
0.2598,0.051,0.882,0.066
0.9916,0.028,0.617,0.355
0.9916,0.016,0.645,0.339
0.9907,0.101,0.522,0.377
0.9949,0.028,0.733,0.239
0.9949,0.044,0.627,0.329
0.9732,0.059,0.716,0.225
0.9952,0.048,0.559,0.393
0.9826,0.043,0.719,0.237
0.9859,0.016,0.729,0.255
0.9742,0.056,0.731,0.213
0.9509,0.112,0.614,0.273
0.999,0.066,0.496,0.438
0.99,0.068,0.538,0.394
0.9976,0.022,0.578,0.4
0.9912,0.048,0.697,0.255
0.9712,0.0,0.8,0.2
0.9871,0.049,0.629,0.322
0.9934,0.011,0.678,0.311
0.9932,0.01,0.616,0.374
0.9901,0.059,0.641,0.3
0.9828,0.036,0.676,0.288
0.9768,0.049,0.695,0.256
0.9849,0.03,0.7,0.27
0.9715,0.179,0.53,0.291
0.9948,0.057,0.621,0.322
0.936,0.087,0.734,0.18
0.9952,0.04,0.56,0.4
0.8707,0.125,0.665,0.21
0.9923,0.027,0.73,0.243
0.9559,0.055,0.713,0.232
0.9871,0.045,0.67,0.285
0.9815,0.087,0.653,0.26
0.9897,0.041,0.606,0.353
0.9851,0.0,0.718,0.282
0.9995,0.046,0.406,0.548
0.9936,0.01,0.701,0.289
0.996,0.017,0.557,0.426
0.9359,0.048,0.792,0.16
0.998,0.007,0.621,0.372
0.9845,0.084,0.641,0.275
0.9845,0.084,0.641,0.275
0.9925,0.046,0.667,0.287
0.9912,0.024,0.727,0.249
0.9826,0.074,0.71,0.216
0.9934,0.014,0.69,0.295
0.9313,0.108,0.704,0.188
0.9828,0.035,0.713,0.251
0.9948,0.028,0.602,0.37
0.9349,0.043,0.776,0.181
0.9879,0.096,0.543,0.361
0.9834,0.078,0.672,0.25
0.9898,0.013,0.724,0.263
0.9903,0.022,0.631,0.347
0.9933,0.03,0.656,0.313
0.985,0.058,0.633,0.309
0.9647,0.138,0.588,0.275
0.9923,0.015,0.612,0.373
0.9847,0.0,0.787,0.213
0.9797,0.121,0.554,0.325
0.9978,0.009,0.543,0.448
0.9908,0.03,0.705,0.265
0.9631,0.05,0.766,0.183
0.9818,0.076,0.711,0.213
-0.0498,0.147,0.699,0.154
0.9744,0.011,0.783,0.207
0.9877,0.034,0.624,0.342
0.8375,0.078,0.798,0.125
0.9962,0.03,0.661,0.309
0.9956,0.068,0.578,0.355
0.9818,0.075,0.662,0.263
0.9937,0.037,0.609,0.354
0.9969,0.038,0.545,0.417
0.9972,0.05,0.566,0.383
0.9963,0.048,0.519,0.433
0.9915,0.017,0.676,0.306
0.9875,0.035,0.657,0.307
0.9791,0.1,0.572,0.328
0.9881,0.057,0.602,0.34
0.9955,0.023,0.631,0.346
0.3544,0.178,0.623,0.199
0.9444,0.083,0.725,0.191
0.9882,0.023,0.637,0.341
0.9839,0.038,0.712,0.25
0.9956,0.073,0.565,0.362
0.9878,0.057,0.627,0.315
0.9963,0.025,0.647,0.328
0.9906,0.059,0.608,0.333
0.9947,0.022,0.592,0.386
0.9961,0.007,0.625,0.368
0.967,0.089,0.701,0.21
0.9803,0.043,0.721,0.236
0.9818,0.017,0.722,0.261
0.9978,0.072,0.532,0.396
0.9962,0.02,0.632,0.347
0.9757,0.049,0.718,0.233
0.9895,0.029,0.646,0.325
0.9871,0.016,0.681,0.303
0.9136,0.055,0.778,0.167
0.2302,0.14,0.704,0.156
0.9879,0.08,0.572,0.348
0.9618,0.089,0.694,0.217
0.9873,0.048,0.768,0.184
0.9836,0.037,0.686,0.277
0.9487,0.015,0.826,0.159
0.9882,0.041,0.674,0.286
0.6369,0.026,0.914,0.059
0.9933,0.021,0.638,0.341
0.8591,0.058,0.809,0.134
0.9939,0.047,0.616,0.338
0.9889,0.047,0.721,0.232
0.9957,0.037,0.556,0.407
0.9852,0.044,0.733,0.223
0.9871,0.07,0.577,0.353
0.9625,0.087,0.682,0.231
0.9981,0.0,0.665,0.335
0.9929,0.044,0.638,0.318
0.9792,0.095,0.634,0.271
0.9926,0.059,0.536,0.406
0.9349,0.021,0.803,0.176
0.9723,0.069,0.7,0.231
0.9704,0.021,0.733,0.246
0.9856,0.024,0.77,0.206
0.9326,0.109,0.661,0.23
0.9661,0.0,0.809,0.191
0.9939,0.034,0.572,0.394
0.9702,0.042,0.759,0.199
0.9917,0.054,0.644,0.302
0.9982,0.046,0.522,0.431
0.3182,0.065,0.859,0.077
0.9866,0.085,0.59,0.325
0.9622,0.088,0.666,0.247
0.8934,0.1,0.723,0.177
0.9902,0.038,0.705,0.257
0.9682,0.096,0.654,0.251
0.975,0.017,0.757,0.226
0.9948,0.017,0.587,0.396
0.9888,0.062,0.608,0.331
0.9882,0.061,0.709,0.23
0.9892,0.086,0.575,0.339
0.9922,0.052,0.567,0.381
0.9734,0.062,0.703,0.234
0.9981,0.066,0.595,0.339
0.981,0.079,0.669,0.252
0.9796,0.047,0.695,0.258
0.9674,0.105,0.655,0.24
0.9897,0.045,0.639,0.316
0.992,0.008,0.73,0.263
0.9781,0.016,0.75,0.235
0.9891,0.036,0.669,0.295
0.9975,0.022,0.585,0.394
0.9975,0.0,0.582,0.418
0.9531,0.064,0.699,0.236
0.9962,0.043,0.53,0.427
0.9824,0.113,0.638,0.25
0.9923,0.0,0.682,0.318
0.9778,0.042,0.662,0.297
0.9849,0.058,0.673,0.269
0.9934,0.044,0.654,0.303
0.9771,0.072,0.686,0.241
0.9867,0.0,0.702,0.298
0.9618,0.154,0.566,0.28
0.9787,0.077,0.662,0.261
0.9661,0.015,0.806,0.179
0.4215,0.197,0.587,0.216
0.9831,0.019,0.813,0.168
0.9808,0.023,0.802,0.175
0.9022,0.022,0.845,0.134
0.9931,0.01,0.609,0.38
0.8195,0.173,0.609,0.218
0.9705,0.088,0.677,0.235
0.9783,0.014,0.79,0.196
0.9413,0.028,0.814,0.158
0.9947,0.015,0.587,0.398
0.9231,0.0,0.867,0.133
0.9836,0.053,0.728,0.219
0.9719,0.032,0.782,0.185
0.9819,0.049,0.71,0.24
0.9946,0.016,0.636,0.348
0.9763,0.052,0.772,0.175
0.9828,0.0,0.782,0.218
0.9909,0.058,0.709,0.233
0.9963,0.027,0.645,0.328
0.9922,0.035,0.628,0.337
0.9933,0.04,0.636,0.324
0.9834,0.059,0.669,0.272
0.9502,0.098,0.728,0.173
0.9868,0.07,0.697,0.233
0.9903,0.015,0.79,0.195
0.9874,0.013,0.74,0.247
0.9403,0.024,0.803,0.173
0.9819,0.06,0.641,0.299
0.985,0.03,0.777,0.193
0.9781,0.085,0.672,0.243
0.9523,0.101,0.666,0.233
0.9794,0.08,0.661,0.259
0.985,0.0,0.781,0.219
0.919,0.053,0.819,0.128
0.979,0.094,0.682,0.224
0.9937,0.05,0.552,0.398
0.9936,0.008,0.665,0.326
0.9814,0.045,0.643,0.312
0.9846,0.062,0.623,0.315
0.9981,0.018,0.598,0.384
0.9919,0.0,0.675,0.325
0.9855,0.0,0.693,0.307
0.9977,0.036,0.527,0.438
0.9907,0.029,0.629,0.342
0.9823,0.023,0.755,0.222
0.9947,0.058,0.615,0.327
0.9818,0.049,0.67,0.281
0.9948,0.029,0.651,0.32
0.9923,0.023,0.652,0.325
0.8811,0.086,0.773,0.142
0.9965,0.013,0.554,0.433
0.9982,0.0,0.553,0.447
0.9637,0.099,0.688,0.213
0.9706,0.018,0.779,0.203
0.994,0.041,0.577,0.381
0.9816,0.068,0.636,0.295
0.9752,0.078,0.656,0.266
0.9893,0.013,0.72,0.267
0.9884,0.044,0.633,0.323
0.967,0.037,0.765,0.199
0.9948,0.06,0.57,0.369
0.9893,0.027,0.673,0.3
0.9897,0.073,0.65,0.276
0.9459,0.038,0.753,0.209
0.9854,0.08,0.582,0.338
0.9893,0.032,0.659,0.309
0.9896,0.108,0.533,0.359
0.9792,0.058,0.742,0.2
0.9786,0.029,0.741,0.231
0.9873,0.078,0.646,0.275
0.975,0.0,0.741,0.259
0.9313,0.059,0.774,0.168
0.9538,0.063,0.742,0.195
0.9711,0.059,0.661,0.28
0.9468,0.08,0.723,0.198
0.9517,0.0,0.825,0.175
0.9699,0.095,0.678,0.227
0.9914,0.0,0.64,0.36
0.9832,0.017,0.687,0.297
0.9974,0.0,0.553,0.447
0.9929,0.062,0.579,0.359
0.9815,0.081,0.685,0.234
0.9847,0.058,0.678,0.263
0.9947,0.0,0.695,0.305
0.9887,0.076,0.587,0.337
0.9872,0.05,0.649,0.301
0.9957,0.011,0.65,0.34
0.9874,0.033,0.72,0.248
0.9892,0.036,0.628,0.336
0.9907,0.042,0.695,0.263
0.9978,0.057,0.6,0.343
0.9926,0.035,0.737,0.228
0.9753,0.041,0.72,0.24
0.9757,0.072,0.684,0.244
0.9776,0.025,0.717,0.257
0.9851,0.035,0.689,0.276
0.9812,0.04,0.695,0.265
0.9951,0.015,0.641,0.344
0.9829,0.03,0.702,0.268
0.9374,0.026,0.802,0.171
0.9842,0.081,0.615,0.304
0.9979,0.025,0.667,0.309
0.9876,0.029,0.669,0.303
0.9859,0.073,0.633,0.293
0.8528,0.027,0.845,0.128
0.9748,0.052,0.721,0.227
0.9712,0.034,0.759,0.207
0.9825,0.025,0.688,0.287
0.9946,0.0,0.664,0.336
0.967,0.078,0.697,0.225
0.9912,0.063,0.669,0.268
0.9885,0.017,0.688,0.295
0.9893,0.04,0.633,0.327
0.9744,0.063,0.663,0.274
0.9901,0.052,0.673,0.276
0.9871,0.054,0.666,0.281
0.9909,0.066,0.595,0.34
0.9805,0.035,0.723,0.242
0.9928,0.0,0.671,0.329
0.9771,0.039,0.784,0.176
0.9831,0.05,0.685,0.264
0.9908,0.087,0.538,0.375
0.9906,0.035,0.576,0.389
0.9726,0.0,0.803,0.197
0.91,0.073,0.735,0.192
0.9959,0.064,0.569,0.367
0.9846,0.069,0.637,0.294
0.9991,0.019,0.585,0.396
0.9844,0.0,0.737,0.263
0.9953,0.014,0.595,0.391
0.9921,0.012,0.72,0.268
0.991,0.026,0.758,0.216
0.8074,0.044,0.828,0.128
0.9931,0.034,0.64,0.326
0.9962,0.015,0.617,0.368
0.9744,0.013,0.829,0.158
0.9972,0.036,0.655,0.31
0.9961,0.0,0.654,0.346
0.9591,0.08,0.686,0.233
0.9915,0.111,0.502,0.386
0.995,0.027,0.757,0.215
0.6467,0.116,0.747,0.137
0.9665,0.087,0.668,0.245
0.9942,0.014,0.665,0.321
0.9966,0.035,0.676,0.289
0.696,0.138,0.697,0.165
0.9884,0.012,0.721,0.267
0.9718,0.04,0.701,0.259
0.9078,0.118,0.688,0.193
0.9643,0.035,0.771,0.195
0.9887,0.058,0.707,0.236
0.982,0.033,0.76,0.208
0.9958,0.025,0.47,0.505
0.9884,0.064,0.604,0.332
0.9983,0.039,0.52,0.442
-0.6582,0.09,0.871,0.039
0.9726,0.047,0.758,0.195
0.9943,0.041,0.674,0.285
0.9942,0.06,0.556,0.384
0.9951,0.01,0.553,0.437
0.9923,0.04,0.676,0.284
0.9918,0.041,0.668,0.291
0.9769,0.059,0.654,0.287
0.9903,0.04,0.667,0.294
0.9964,0.021,0.628,0.351
0.9883,0.021,0.803,0.176
0.967,0.037,0.73,0.233
0.9749,0.057,0.694,0.25
0.9935,0.015,0.574,0.411
0.9934,0.045,0.69,0.265
0.9943,0.057,0.591,0.351
0.9936,0.047,0.664,0.289
0.9925,0.062,0.611,0.327
0.9943,0.059,0.597,0.343
0.9842,0.0,0.735,0.265
0.9947,0.01,0.587,0.403
0.992,0.098,0.55,0.351
0.7728,0.103,0.758,0.139
0.9859,0.0,0.691,0.309
0.9955,0.0,0.605,0.395
0.987,0.034,0.683,0.284
0.9771,0.051,0.733,0.215
0.9922,0.031,0.637,0.333
0.9859,0.016,0.735,0.25
0.9951,0.04,0.624,0.336
0.9955,0.015,0.556,0.429
0.9888,0.037,0.658,0.306
0.9849,0.033,0.68,0.287
0.9856,0.026,0.684,0.29
0.9826,0.106,0.639,0.254
0.9832,0.031,0.708,0.261
0.9958,0.031,0.507,0.463
0.9964,0.059,0.557,0.383
0.9842,0.0,0.771,0.229
0.9895,0.026,0.676,0.297
0.9942,0.062,0.64,0.298
0.9887,0.03,0.661,0.308
0.9917,0.0,0.645,0.355
0.9947,0.019,0.703,0.278
-0.7717,0.17,0.72,0.109
0.9872,0.013,0.728,0.258
0.9871,0.084,0.603,0.313
0.9719,0.0,0.801,0.199
0.9502,0.103,0.611,0.287
0.9915,0.04,0.621,0.339
0.9914,0.045,0.59,0.365
0.9918,0.013,0.702,0.285
0.9755,0.067,0.682,0.251
0.9765,0.094,0.684,0.223
0.9115,0.068,0.757,0.175
0.9901,0.065,0.633,0.302
0.9578,0.037,0.779,0.184
0.9832,0.046,0.717,0.237
0.9759,0.107,0.625,0.268
0.9928,0.038,0.698,0.264
0.9904,0.055,0.583,0.362
0.9973,0.007,0.586,0.407
0.8902,0.067,0.802,0.131
0.9931,0.118,0.541,0.341
0.9868,0.029,0.697,0.274
0.9601,0.021,0.791,0.188
0.997,0.01,0.631,0.359
0.9893,0.036,0.643,0.321
0.9905,0.011,0.678,0.311
0.9897,0.03,0.652,0.318
0.9854,0.027,0.73,0.243
0.9954,0.055,0.661,0.283
0.9925,0.042,0.684,0.274
0.9806,0.076,0.671,0.254
0.9582,0.153,0.581,0.266
0.9957,0.052,0.617,0.331
0.9842,0.031,0.712,0.257
0.9709,0.018,0.802,0.18
0.996,0.02,0.634,0.347
0.9813,0.066,0.676,0.257
0.9602,0.09,0.729,0.181
0.9931,0.07,0.621,0.309
0.998,0.02,0.631,0.349
0.9901,0.053,0.652,0.295
0.8325,0.131,0.672,0.197
0.9916,0.034,0.665,0.301
0.9501,0.031,0.795,0.174
0.9854,0.095,0.597,0.308
0.9938,0.026,0.67,0.304
0.9874,0.057,0.615,0.328
0.9933,0.025,0.577,0.398
0.9801,0.0,0.755,0.245
0.9899,0.04,0.67,0.29
0.9759,0.028,0.777,0.194
-0.7683,0.164,0.717,0.119
0.9934,0.031,0.709,0.26
0.8329,0.119,0.705,0.177
0.9919,0.0,0.668,0.332
0.9922,0.055,0.561,0.384
0.9821,0.0,0.753,0.247
0.9904,0.028,0.663,0.309
0.9964,0.03,0.529,0.44
0.9947,0.073,0.573,0.354
0.9934,0.0,0.705,0.295
0.9896,0.028,0.596,0.376
0.99,0.052,0.652,0.296
0.9945,0.026,0.606,0.369
0.9949,0.052,0.633,0.315
0.9858,0.076,0.702,0.222
0.9932,0.043,0.574,0.383
0.9931,0.058,0.568,0.374
0.9914,0.0,0.659,0.341
0.9895,0.042,0.682,0.276
0.993,0.023,0.679,0.298
0.9789,0.067,0.705,0.228
0.9933,0.039,0.533,0.427
0.995,0.038,0.635,0.327
0.9173,0.074,0.758,0.168
0.9561,0.037,0.782,0.181
0.9933,0.035,0.658,0.307
0.6915,0.08,0.792,0.129
0.9393,0.047,0.751,0.202
0.9561,0.059,0.741,0.2
0.9881,0.05,0.649,0.302
0.984,0.018,0.697,0.285
0.9776,0.091,0.605,0.303
0.9982,0.019,0.58,0.401
0.9885,0.02,0.699,0.281
0.9896,0.014,0.717,0.269
0.9934,0.119,0.586,0.295
0.9919,0.056,0.564,0.381
0.8689,0.054,0.811,0.135
0.9886,0.0,0.696,0.304
0.9919,0.018,0.672,0.31
0.9944,0.01,0.695,0.295
0.9682,0.065,0.732,0.202
0.994,0.044,0.611,0.345
0.9657,0.055,0.754,0.192
0.9904,0.0,0.668,0.332
0.9136,0.0,0.889,0.111
0.9952,0.042,0.703,0.255
0.9246,0.06,0.769,0.172
0.9349,0.0,0.86,0.14
0.9704,0.089,0.669,0.243
0.9929,0.016,0.632,0.352
0.9865,0.046,0.694,0.26
0.9689,0.01,0.823,0.168
0.9806,0.014,0.768,0.218
0.9793,0.083,0.67,0.246
0.9201,0.152,0.581,0.267
0.9272,0.104,0.712,0.184
0.9848,0.082,0.636,0.282
0.9557,0.048,0.752,0.2
0.9895,0.022,0.608,0.37
0.9924,0.016,0.767,0.217
0.8423,0.149,0.652,0.199
0.8957,0.075,0.754,0.171
0.9938,0.031,0.599,0.37
0.991,0.0,0.759,0.241
0.875,0.061,0.791,0.148
0.9946,0.0,0.583,0.417
0.9981,0.05,0.585,0.365
0.9913,0.079,0.608,0.312
0.9926,0.045,0.616,0.339
0.9829,0.016,0.745,0.239
0.9922,0.055,0.652,0.293
0.9854,0.063,0.705,0.232
0.9913,0.018,0.642,0.34
0.9569,0.036,0.729,0.235
0.9918,0.015,0.598,0.387
0.9958,0.0,0.635,0.365
0.9823,0.086,0.625,0.289
0.979,0.015,0.769,0.216
0.9883,0.01,0.704,0.285
0.9657,0.061,0.765,0.174
-0.25,0.109,0.791,0.1
0.9887,0.012,0.744,0.244
0.989,0.05,0.705,0.245
0.9925,0.034,0.671,0.295
0.9894,0.037,0.648,0.315
0.9589,0.091,0.675,0.234
0.97,0.124,0.631,0.245
0.91,0.0,0.89,0.11
0.9873,0.039,0.619,0.341
0.9729,0.021,0.722,0.256
0.9774,0.045,0.708,0.246
0.984,0.018,0.683,0.299
0.9765,0.073,0.661,0.266
0.8867,0.18,0.56,0.26
0.9914,0.061,0.558,0.38
0.9914,0.068,0.603,0.329
0.9729,0.014,0.821,0.164
0.9711,0.054,0.707,0.239
0.9792,0.0,0.746,0.254
0.9479,0.118,0.652,0.23
0.9756,0.085,0.624,0.291
0.995,0.037,0.693,0.27
0.9946,0.026,0.558,0.416
0.9633,0.021,0.767,0.212
0.8009,0.141,0.646,0.213
0.926,0.037,0.809,0.155
0.9774,0.1,0.656,0.244
0.9792,0.083,0.678,0.24
0.9861,0.0,0.769,0.231
0.9866,0.023,0.754,0.223
0.9781,0.009,0.811,0.18
0.9769,0.0,0.831,0.169
0.9919,0.032,0.675,0.293
0.9963,0.059,0.587,0.355
0.9686,0.045,0.73,0.225
0.9283,0.134,0.67,0.196
0.9831,0.051,0.712,0.237
0.9904,0.033,0.604,0.363
0.9809,0.039,0.781,0.18
0.9618,0.012,0.781,0.208
0.995,0.0,0.556,0.444
0.997,0.033,0.529,0.438
0.9965,0.046,0.641,0.313
0.9863,0.016,0.675,0.308
0.9652,0.0,0.839,0.161
0.9536,0.056,0.741,0.203
0.9945,0.016,0.624,0.36
0.9961,0.062,0.572,0.366
0.9859,0.046,0.672,0.282
0.9976,0.024,0.651,0.326
0.9926,0.036,0.672,0.291
0.9905,0.062,0.632,0.306
0.975,0.078,0.699,0.223
0.9829,0.026,0.754,0.22
0.9885,0.077,0.609,0.313
0.9794,0.0,0.8,0.2
0.9957,0.08,0.65,0.27
0.9981,0.052,0.512,0.436
0.9735,0.059,0.695,0.247
0.9923,0.052,0.573,0.375
0.9584,0.048,0.734,0.218
0.9839,0.088,0.586,0.326
0.9938,0.043,0.687,0.27
0.9953,0.034,0.623,0.344
0.9974,0.012,0.62,0.368
0.9946,0.023,0.597,0.381
0.9981,0.025,0.459,0.516
0.9953,0.0,0.581,0.419
0.9936,0.025,0.75,0.225
0.9753,0.086,0.68,0.233
0.9823,0.119,0.531,0.35
0.9902,0.069,0.632,0.299
0.9766,0.016,0.745,0.238
0.9917,0.058,0.665,0.277
0.9134,0.1,0.685,0.215
0.9826,0.029,0.725,0.246
0.9959,0.042,0.542,0.416
0.9893,0.039,0.711,0.25
0.9901,0.058,0.692,0.25
0.9956,0.024,0.672,0.305
0.9666,0.012,0.797,0.191
0.9977,0.0,0.646,0.354
0.9959,0.062,0.515,0.424
0.9779,0.044,0.775,0.181
0.9828,0.016,0.743,0.241
0.9578,0.02,0.788,0.192
0.9901,0.059,0.685,0.256
0.9831,0.095,0.593,0.312
0.9482,0.103,0.657,0.24
0.9946,0.0,0.584,0.416
0.9825,0.062,0.691,0.246
0.997,0.018,0.656,0.326
0.9902,0.035,0.757,0.208
0.9685,0.061,0.701,0.238
0.9806,0.081,0.64,0.278
0.9698,0.029,0.775,0.196
0.9956,0.026,0.701,0.272
0.9981,0.029,0.518,0.453
0.9839,0.064,0.704,0.232
0.9426,0.096,0.705,0.199
0.9885,0.02,0.757,0.224
0.9575,0.043,0.77,0.187
0.9867,0.061,0.665,0.274
0.9932,0.033,0.688,0.279
0.9313,0.075,0.727,0.198
0.9941,0.058,0.72,0.222
0.9933,0.007,0.707,0.286
0.9816,0.016,0.787,0.197
0.9909,0.05,0.647,0.303
0.9798,0.054,0.667,0.279
0.9864,0.055,0.761,0.184
0.9335,0.039,0.818,0.144
0.986,0.011,0.692,0.297
0.9118,0.054,0.795,0.151
0.9888,0.065,0.609,0.325
0.9843,0.085,0.68,0.235
0.9501,0.05,0.755,0.195
0.9907,0.097,0.527,0.376
0.9854,0.051,0.736,0.213
0.9939,0.022,0.607,0.371
0.8519,0.16,0.645,0.195
